commune_id,codice_postal,superficie,latitude,longitude
144,84070,14.4,40.23234923339553,15.093154597905396
145,84075,24.0,40.3112077486499,15.256090914622606
146,84039,61.87,40.37945632527033,15.539261748545982
147,84076,8.0,40.32234224565392,15.05305238628616
148,84030,15.0,40.11188860168475,15.637455146878455
149,84077,21.03,40.13346117202138,15.472677962472773
150,84030,34.22,40.14259072394168,15.605900620654465
151,84010,24.0,40.69087321987691,14.645147263268845
152,84070,23.0,40.40039079404929,15.114624835360605
153,84070,36.0,40.34393390797843,15.368421563767738
154,82012,25.0,40.231433484338005,15.261537025976615
155,84020,26.21,40.73934138963731,15.268555807554645
156,84079,20.54,40.10104660974461,15.581446291802967
157,84019,8.0,40.67029547135992,14.728460591347844
